PetrieLength, Size
ReflexibleManiplex([ 4, 172 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*r1*r0*(r2*r1)^75*r2*r0")#86#688
ReflexibleManiplex([ 172, 86 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2,r1*r2*r1*r2*(r1*r0)^84")#4#688
ReflexibleManiplex([ 86, 172 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2")#4#688
ReflexibleManiplex([ 174, 6 ], "((r1*r0)^14*r2*(r1*r0)^15)^2,((r1*r0)^2*r1*r2)^2,((r1*r2)^2*r0)^2")#58#696
ReflexibleManiplex([ 6, 174 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^2*r0*(r1*r2)^56*r0")#58#696
ReflexibleManiplex([ 174, 58 ], "((r1*r0)^2*r1*r2*r0)^2,r1*r0*r1*r2*r1*r0*r1*r2*(r1*r0)^54,((r1*r2)^2*r0)^2")#6#696
ReflexibleManiplex([ 58, 174 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^3*r0)^2")#6#696
ReflexibleManiplex([ 87, 87 ], "r1*r0*r1*r2*(((r1*r2)^3*r1*r0*r1*r2)^3*(r1*r2*r1*r0)^7)^2*((r1*r2)^3*r1*r0*r1*r2)^2*(r1*r2)^3*(r1*r0)^14,r2*r0*(r1*r2)^2*(r0*r1)^2")#4#696
ReflexibleManiplex([ 50, 14 ], "(r1*r0)^3*r1*(r0*r1*r2)^6*(r0*r1)^13*r2*(r0*r1)^2*r0,(r1*r0*r1*r2)^2")#175#700
ReflexibleManiplex([ 175, 14 ], "((r1*r0)^6*r1*r2)^2,(r1*r0)^3*r1*r2*(r0*r1)^16*r0*r2*(r1*r0)^5,((r1*r2)^2*r0)^2")#50#700
ReflexibleManiplex([ 14, 50 ], "(r1*r0*r1*r2)^2,(r1*r2)^8*(r1*r2*r0)^7*(r1*r2)^10")#175#700
ReflexibleManiplex([ 14, 175 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^2*r0*(r1*r2)^23*r0")#50#700
ReflexibleManiplex([ 175, 50 ], "((r1*r0)^6*r1*r2*r0)^2,r1*r0*(r1*r0*r1*r2)^2*(r1*r0)^20,((r1*r2)^2*r0)^2")#14#700
ReflexibleManiplex([ 50, 175 ], "(r1*r0*r1*r2*r0)^2,r1*r0*(r1*r2)^7*(r1*r0)^17,((r1*r2)^7*r0)^2")#14#700
ReflexibleManiplex([ 70, 10 ], "(r1*r0)^2*(r1*r0*r2)^4*(r1*r0)^19*r2*(r1*r0)^10,(r1*r0*r1*r2)^2")#35#700
ReflexibleManiplex([ 10, 70 ], "(r1*r0*r1*r2)^2,(r1*r2)^21*(r0*r1*r2)^4*r0*(r1*r2)^10")#35#700
ReflexibleManiplex([ 35, 70 ], "r1*r0*(r1*r2)^2*(r1*r0)^4*r1*r2*(r1*r0*r1*r2*r1*r0)^5*(r1*r2)^2*(r1*r0)^10,(r1*r2*(r0*r1)^4*r0)^2,(r2*r1)^2*r2*r0*r1*r2*r1*r0")#10#700
ReflexibleManiplex([ 70, 35 ], "(r1*r0*r1*r2*r0)^2,r1*r0*(r1*r2)^5*(r1*r0)^29,((r1*r2)^5*r0)^2")#10#700
ReflexibleManiplex([ 176, 22 ], "((r1*r0)^7*r1*r2*r0)^2,(r1*r0)^6*r1*r2*(r1*r0)^2*r1*r2*(r1*r0)^12,((r1*r2)^2*r0)^2")#16#704
ReflexibleManiplex([ 176, 16 ], "(r0*r1)^7*r2*(r0*r1)^11*r0*r2*(r1*r0)^3*r1,((r1*r0)^7*r1*r2)^2,((r1*r2)^2*r0)^2")#22#704
ReflexibleManiplex([ 16, 176 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^3*r0*(r1*r2)^19*r0")#22#704
ReflexibleManiplex([ 22, 176 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^8*r0)^2")#16#704
ReflexibleManiplex([ 88, 44 ], "((r1*r0)^3*r1*r2*r0)^2,r1*r0*(r1*r0*r1*r2)^2*(r1*r0)^39,((r1*r2)^2*r0)^2")#8#704
ReflexibleManiplex([ 88, 44 ], "(r1*r0*r1*r2*r0)^2,r1*r0*(r1*r2)^4*(r1*r0)^39,((r1*r2)^4*r0)^2")#8#704
ReflexibleManiplex([ 44, 44 ], "r1*r0*r1*(r0*r1*r2)^2*r1*r2*r1*r0*r2,(r1*r2*r0)^4")#4#704
ReflexibleManiplex([ 88, 8 ], "(r1*r0)^11*(r2*r1*r0)^2*r2*(r1*r0)^21*r2*(r1*r0)^10,(r1*r0*r1*r2)^2")#44#704
ReflexibleManiplex([ 8, 88 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*r1*r0*r2*r1*r0*(r2*r1)^31*r2*r0*r1*r2*r0")#44#704
ReflexibleManiplex([ 88, 88 ], "(r1*r0)^12*(r1*r2*r1*r0)^2*r1*r0*(r1*r2)^4*(r1*r0)^23,r1*r0*r1*(r0*r1*r2)^2*r1*r2*r1*r0*r2,(r1*r2*r0)^4")#4#704
ReflexibleManiplex([ 44, 88 ], "((r1*r0)^3*r1*r2*r0)^2,((r1*r2)^2*r0)^2")#8#704
ReflexibleManiplex([ 88, 8 ], "((r1*r0)^3*r1*r2)^2,(r1*r0*r1*r0*r2*(r1*r0)^20)^2,((r1*r2)^2*r0)^2")#44#704
ReflexibleManiplex([ 8, 88 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^2*r0*(r1*r2)^42*r0")#44#704
ReflexibleManiplex([ 88, 88 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2,(r2*r0)^2")#4#704
ReflexibleManiplex([ 44, 88 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^4*r0)^2")#8#704
ReflexibleManiplex([ 176, 4 ], "(r1*r0)^54*r1*r2*(r0*r1)^33*r0*r2,(r1*r0*r1*r2)^2")#176#704
ReflexibleManiplex([ 16, 44 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*(r1*r0*r2)^4*(r1*r2)^4*(r1*r2*r0)^4")#176#704
ReflexibleManiplex([ 176, 44 ], "(r1*r0)^14*r1*r2*(r1*r0)^6*r1*r2,((r1*r0)^7*r1*r2*r0)^2,((r1*r2)^2*r0)^2")#16#704
ReflexibleManiplex([ 176, 16 ], "((r1*r0)^7*r1*r2)^2,(r1*r0)^7*r2*(r1*r0)^15*r2,((r1*r2)^2*r0)^2")#44#704
ReflexibleManiplex([ 16, 176 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^7*r0*(r1*r2)^15*r0")#44#704
ReflexibleManiplex([ 176, 176 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2,r1*r2*r1*r2*(r1*r0)^86,(r2*r0)^2")#4#704
ReflexibleManiplex([ 44, 16 ], "(r1*r0*r1*r2)^2,(r1*r2*r0)^7*(r1*r0)^5*r2*(r1*r0)^10")#176#704
ReflexibleManiplex([ 4, 176 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*r1*r0*(r2*r1)^77*r2*r0")#176#704
ReflexibleManiplex([ 44, 176 ], "(r1*r0*r1*r2*r0)^2,r1*r0*(r1*r2)^8*(r1*r0)^13,((r1*r2)^8*r0)^2")#16#704
ReflexibleManiplex([ 118, 6 ], "(r1*r0)^17*r2*r1*r0*r2*(r1*r0)^31*r2*(r1*r0)^10,(r1*r0*r1*r2)^2")#177#708
ReflexibleManiplex([ 177, 6 ], "(r1*r0)^45*r1*r2*(r0*r1)^13*r0*r2,((r1*r0)^2*r1*r2)^2,((r1*r2)^2*r0)^2")#118#708
ReflexibleManiplex([ 6, 118 ], "(r1*r0*r1*r2)^2,(r1*r2)^47*(r0*r1*r2)^2*r0*(r1*r2)^10")#177#708
ReflexibleManiplex([ 6, 177 ], "(r1*r0*r1*r2*r0)^2,(r2*r1)^4*r0*r2*r1*r0*(r2*r1)^54")#118#708
ReflexibleManiplex([ 177, 118 ], "((r1*r0)^2*r1*r2*r0)^2,((r1*r2)^2*r0)^2,r1*r2*r1*r2*(r1*r0)^57")#6#708
ReflexibleManiplex([ 118, 177 ], "(r1*r0*r1*r2*r0)^2,r1*r0*(r1*r2)^3*(r1*r0)^55,((r1*r2)^3*r0)^2")#6#708
ReflexibleManiplex([ 30, 6 ], "((r0*r1)^2*r2)^2*(r0*r1)^3*r0*r2*r1*r0*(r2*r1*r0*r1)^2,(r1*r2*r0)^10,(r1*r2*r1*r0*r1*r2)^2")#10#720
ReflexibleManiplex([ 6, 30 ], "(r1*r0*r2)^10,r1*r2*r0*r1*r2*(r0*(r1*r2)^2*r1)^2*(r2*r0*r1)^2*r2,(r2*r0)^2,(r2*(r1*r0)^2*r1)^2")#10#720
ReflexibleManiplex([ 30, 15 ], "r1*r0*r2*r1*r2*(r1*r2*r1*r0*(r2*r1)^2*r0)^2*r1*r2*r1*r0*(r2*r1)^2*r2,(r2*r0)^2,r2*r1*r2*(r0*r1)^2*(r2*r1)^2*r0*r1*r2*r0*r1,r2*(r1*r2*r0)^5*r1*r0")#6#720
ReflexibleManiplex([ 15, 30 ], "(r2*r0)^2,r2*(r1*r0)^2*r1*(r2*r1*r0)^2*r1*r0*r2*r1,(r2*r1*r0)^6")#6#720
ReflexibleManiplex([ 30, 30 ], "(r1*r0)^2*r1*r2*r0*(r1*r2)^4*r0*r1*r0,(r1*r0*r1*r2)^3,(r2*r0)^2,r2*((r1*r2)^2*r0)^2*(r1*r2*r0*r1*r0)^3")#6#720
ReflexibleManiplex([ 15, 30 ], "r0*(r1*r0*r2*r1*r2)^2*(r0*r1)^2*((r2*r1)^2*r0)^2*r1*r0*r1,r1*r0*(r1*r2)^3*r1*r0*(r1*r0*(r1*r2)^2)^3*r1*r2,r2*(r1*r0)^2*(r1*r2)^3*(r0*r1)^3*(r2*r1)^2*r0,r2*r1*r2*(r1*r2*(r1*r0)^2)^2*(r1*r2)^2*(r1*r0)^3*(r1*r2)^2*r1")#12#720
ReflexibleManiplex([ 30, 15 ], "r0*r1*r2*(r0*r1*r2*r1)^2*r2*(r0*r1)^3,(r0*r1*r2*(r1*r0)^2*r1*r2*r0*r1)^2,((r1*r2)^3*r0)^2,(r2*r0)^2,(r2*r1)^6*(r0*r1)^6*(r2*r1)^3")#12#720
ReflexibleManiplex([ 60, 15 ], "((r0*r1)^3*r2*r0*r1)^2,(r1*r2*r0)^6,((r1*r2)^2*r0*r1*r2)^2,(r1*r2)^3*(r1*r0)^12")#6#720
ReflexibleManiplex([ 15, 60 ], "((r0*r1)^2*r2*r0*r1)^2,(r1*r0*r2)^6,((r1*r2)^3*r0*r1*r2)^2,(r2*r0)^2")#6#720
ReflexibleManiplex([ 180, 10 ], "((r1*r0)^7*r1*r2*(r0*r1)^5*r0)^2*(r1*r0)^10,((r1*r0)^4*r1*r2)^2,((r1*r2)^2*r0)^2")#36#720
ReflexibleManiplex([ 20, 30 ], "((r1*r0)^2*r1*r2*r0*r1*r0)^2,(r1*r0*r2)^4,((r1*r2)^2*r0*r1*r2*r1*r0)^2,(r1*r2)^3*(r1*r0*r1*r2*r1*r0)^2*r1*r2,(r2*r0)^2")#4#720
ReflexibleManiplex([ 180, 36 ], "((r1*r0)^4*r1*r2*r0)^2,r1*r0*((r1*r0)^2*r1*r2)^2*(r1*r0)^29,((r1*r2)^2*r0)^2")#10#720
ReflexibleManiplex([ 36, 180 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^5*r0)^2")#10#720
ReflexibleManiplex([ 20, 20 ], "(r0*r1)^2*r0*(r2*r1)^3*r0*r2*r1,((r1*r0)^6*r1*r2*r1*r0*r1*r2*r1*r0)^2,(r2*r0)^2,(r2*r1*r0)^6")#6#720
ReflexibleManiplex([ 10, 180 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^3*r0*(r1*r2)^33*r0")#36#720
ReflexibleManiplex([ 30, 20 ], "(r0*r1)^2*(r2*r1)^2*r0*(r2*r1)^3*r0*r1*r2,(r1*r2)^4*(r1*r0)^6,r2*(r1*r2*r0)^3*r1*r0")#4#720
ReflexibleManiplex([ 45, 20 ], "r1*(r0*r1*r2)^2*r0*r1*r0*(r1*r0*r2)^2*(r1*r0)^3,(r1*r0*r1*(r2*r1*r0)^2)^2,((r1*r2)^2*r0*r1*r2*r1*r0)^2,((r1*r2)^2*r0*(r1*r2)^2)^2,(r2*r0)^2")#18#720
ReflexibleManiplex([ 20, 45 ], "(r1*r0)^4*(r1*r2*r1*r0*r1*r2)^2,(r1*r0*r1*r2*(r0*r1)^2*r0)^2,(r1*r0*r1*r2*(r0*r1)^2*r2)^2,((r1*r2)^2*(r0*r1)^2*r2)^2,(r2*r1)^2*r2*(r1*r2*(r1*r2*r0)^2)^2*r1")#18#720
ReflexibleManiplex([ 45, 18 ], "(r1*r0*(r1*r2)^2)^2*(r1*r0)^3,(r1*r0*r2*r1*r2)^4,r1*r0*(r2*r1)^4*r0*r2*r1*r0*r1*r2*r1*r0")#20#720
ReflexibleManiplex([ 18, 45 ], "(r1*r2*r0*r1*r0)^4,r1*r2*(r1*r0)^2*(r1*r2)^4*(r1*r0)^2,(r1*(r2*r1*r0)^2*r1*r2)^2,r2*r1*r0*r1*r2*r1*r0*r2*(r1*r0)^4*r2*r1")#20#720
ReflexibleManiplex([ 90, 36 ], "(r1*r0)^3*r1*r2*(r1*r0)^13*r1*r2,((r1*r2)^2*r0)^2")#20#720
ReflexibleManiplex([ 180, 4 ], "((r1*r0)^35*r2*(r1*r0)^10)^2,(r1*r0*r1*r2)^2")#90#720
ReflexibleManiplex([ 20, 36 ], "(r1*r0*r1*r2)^2,r2*r1*r0*(r2*r1)^8*(r2*r1*r0)^9")#90#720
ReflexibleManiplex([ 180, 18 ], "(r0*r1)^4*r0*r2*r1*r0*r2*(r1*r0)^14*r1,((r1*r0)^8*r1*r2)^2,((r1*r2)^2*r0)^2")#20#720
ReflexibleManiplex([ 36, 90 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^10*(r1*r0)^8")#20#720
ReflexibleManiplex([ 36, 20 ], "(r1*r0)^3*r1*(r0*r1*r2)^9*(r0*r1)^3*r2*(r0*r1)^2*r0,(r1*r0*r1*r2)^2")#90#720
ReflexibleManiplex([ 4, 180 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*r1*r0*(r2*r1)^79*r2*r0")#90#720
ReflexibleManiplex([ 18, 180 ], "(r1*r0*r1*r2*r0)^2,(r2*r1)^4*r0*r2*r1*r0*(r2*r1)^15")#20#720
ReflexibleManiplex([ 90, 20 ], "(r1*r0)^14*r2*(r1*r0)^4*r2,((r1*r2)^2*r0)^2")#36#720
ReflexibleManiplex([ 90, 180 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2")#4#720
ReflexibleManiplex([ 20, 90 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^4*r0*(r1*r2)^14*r0")#36#720
ReflexibleManiplex([ 180, 90 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2,r1*r2*r1*r2*(r1*r0)^88")#4#720
ReflexibleManiplex([ 180, 20 ], "((r1*r0)^8*r1*r2*r0)^2,(r1*r2*(r1*r0)^9)^2,((r1*r2)^2*r0)^2")#18#720
ReflexibleManiplex([ 20, 180 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^9*r0)^2")#18#720
ReflexibleManiplex([ 45, 90 ], "((r1*r0)^2*r1*r2*r0)^2,(r1*r2*r0)^4,(r2*r0)^2")#4#720
ReflexibleManiplex([ 90, 45 ], "((r1*r0)^2*r1*r2*r0)^2,(r1*r0*r1*r2)^3*(r1*r0)^39,(r1*r2*r0)^4,(r2*r0)^2")#4#720
ReflexibleManiplex([ 90, 90 ], "((r1*r0)^2*r1*r2*r1*r0*(r1*r0*r1*r0*(r1*r0*r1*r2)^3)^2*(r1*r0)^2*r1*r2*(r1*r0)^22)^2,(r1*r0)^2*(r2*r1)^2*r0*r2,(r2*r0)^2")#4#720
ReflexibleManiplex([ 12, 15 ], "(r1*r2*(r0*r1)^3*r0)^2,r1*r2*(r1*r2*r1*r0)^2*r1*r2*(r1*r2*r0*r1*r0)^2,(r1*r2)^5*(r1*r0)^4,(r2*r0)^2,(r2*r1*r0*r2*r1)^4,(r2*r1)^3*r2*(r0*r1)^3*r2*(r1*r0)^3")#6#720
ReflexibleManiplex([ 15, 12 ], "r0*r1*r0*(r2*r1*r0*r1)^2*r0*r1*r0*r2*(r1*r0)^2*r1*r2*r1,(r0*r1*(r2*r1*r0)^2*(r2*r1)^2)^2,r0*(r1*r2)^2*r0*(r1*r0*r1*r2)^2*(r1*r0)^2*(r1*r2)^2,(r1*r0)^4*(r1*r2)^4*r1*r0,(r2*r0*r1)^6")#6#720
ReflexibleManiplex([ 60, 60 ], "(r1*r0)^12*r1*r2*r1*r0*(r1*r2)^2*((r1*r2)^2*(r1*r0)^2)^5*((r1*r2)^3*(r1*r0)^2)^2*(r1*r2*r1*r0*(r1*r2)^2)^2*(r1*r0)^2*(r1*r2)^3*r1*r0,(r2*(r1*r0)^3)^2,((r2*r1)^2*r0)^2")#6#720
ReflexibleManiplex([ 60, 60 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^3*r0)^2")#6#720
ReflexibleManiplex([ 60, 30 ], "(r0*r1*r2*r1)^3*(r0*r1)^2*r2*(r1*r0*(r1*r2)^2*(r1*r0)^4)^2*(r1*r0*r1*r2)^2*(r1*r0)^3*r1,r0*r1*r2*r1*r0*(r2*r1)^2*r2,(r2*r0)^2,(r2*(r1*r0)^6)^2")#12#720
ReflexibleManiplex([ 60, 30 ], "(r1*r0*r1*r2*r0)^2,r1*r0*(r1*r2)^6*(r1*r0)^23,((r1*r2)^6*r0)^2")#12#720
ReflexibleManiplex([ 60, 30 ], "(r0*r1)^6*(r2*r0*r1)^2*(r2*r1)^2*r0*r1*r0*(r1*r0*r2)^2*r1,(r1*r2*r0)^12,(r1*r2*r0*r1*r2*r1*r0)^2")#12#720
ReflexibleManiplex([ 60, 12 ], "(r1*r0)^12*r2*(r1*r0)^5*r2*((r1*r0)^2*r2*(r1*r0)^2)^2*(r1*r0)^5,(r1*r2*r0*r1*r2)^2,(r2*r0)^2,r2*r1*((r0*r1)^2*r2)^2*(r0*r1)^4*r2*(r1*r0)^5*(r2*r1*r0)^2*r1*r0*r1")#30#720
ReflexibleManiplex([ 12, 60 ], "(r1*r0)^2*(r1*r2)^6*(r1*r0*r2)^2*(r1*r0)^2*(r1*r2)^2,r1*r2*(r1*r0*r1*r2*(r1*r0)^3)^2*r1*r2,(r2*r0)^2,((r2*r1)^2*r0*r1*r0)^2")#30#720
ReflexibleManiplex([ 60, 12 ], "(r2*(r1*r0)^2*(r1*r0*r2)^2*r1*r0)^2,r2*r1*r0*r1*r2*r1*r0*((r1*r2)^2*r1*r0*r1*r2)^2*r1,(r2*r1*r2*(r0*r1)^2)^2")#30#720
ReflexibleManiplex([ 12, 60 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^3*r0*(r1*r2)^27*r0")#30#720
ReflexibleManiplex([ 60, 12 ], "(r1*r0)^2*(r1*r0*r2)^5*(r1*r0)^13*r2*(r1*r0)^10,(r1*r0*r1*r2)^2")#30#720
ReflexibleManiplex([ 12, 60 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*(r1*r0*r2)^2*r1*r0*(r2*r1)^15*(r2*r0*r1)^2*r2*r0")#30#720
ReflexibleManiplex([ 60, 60 ], "r0*(r1*r0*r2)^5*r1*r2,(r0*(r1*r2)^3*r0*r1*r2*r1)^2,r1*r0*(r1*r2)^2*(r1*r0)^11*(r1*r2)^2*(r1*r2*r1*r0)^2,(r1*r2*(r0*r1)^2*r2)^2,(r2*r0)^2")#6#720
ReflexibleManiplex([ 30, 60 ], "r0*r1*r2*r1*r0*r1*r2*(r1*r0)^6*r1,(r1*r0*(r2*r1)^2*r0)^2,(r1*r2*r0)^12")#12#720
ReflexibleManiplex([ 30, 60 ], "(r2*r1)^2*r0*r1*r2*(r1*r2*(r1*r0)^2*r1*r2*r1*r0)^5*r1*r2*r1,(r2*r1)^2*r2*r0*r1*r2*r1*r0")#12#720
ReflexibleManiplex([ 30, 60 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^6*r0)^2")#12#720
ReflexibleManiplex([ 182, 26 ], "((r1*r0)^12*r1*r2)^2,((r1*r0)^6*r1*r2*r0)^2,((r1*r2)^2*r0)^2")#14#728
ReflexibleManiplex([ 182, 14 ], "(r0*r1)^6*r2*(r0*r1)^20*r2,((r1*r0)^6*r1*r2)^2,((r1*r2)^2*r0)^2")#26#728
ReflexibleManiplex([ 26, 182 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^7*r0)^2")#14#728
ReflexibleManiplex([ 14, 182 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^6*r0*(r1*r2)^20*r0")#26#728
ReflexibleManiplex([ 6, 183 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^2*r0*(r1*r2)^59*r0")#122#732
ReflexibleManiplex([ 122, 183 ], "(r1*r0*r1*r2*r0)^2,r1*r0*(r1*r2)^3*(r1*r0)^57,((r1*r2)^3*r0)^2")#6#732
ReflexibleManiplex([ 6, 122 ], "(r1*r0*r1*r2)^2,(r1*r2)^49*(r0*r1*r2)^2*r0*(r1*r2)^10")#183#732
ReflexibleManiplex([ 122, 6 ], "(r1*r0)^19*r2*r1*r0*r2*(r1*r0)^31*r2*(r1*r0)^10,(r1*r0*r1*r2)^2")#183#732
ReflexibleManiplex([ 183, 6 ], "(r1*r0)^46*r1*r2*(r0*r1)^14*r0*r2,((r1*r0)^2*r1*r2)^2,((r1*r2)^2*r0)^2")#122#732
ReflexibleManiplex([ 183, 122 ], "((r1*r0)^2*r1*r2*r0)^2,r1*r0*r1*r2*r1*r0*r1*r2*(r1*r0)^57,((r1*r2)^2*r0)^2")#6#732
ReflexibleManiplex([ 184, 8 ], "((r1*r0)^3*r1*r2)^2,((r1*r0)^3*r2*(r1*r0)^20)^2,((r1*r2)^2*r0)^2")#46#736
ReflexibleManiplex([ 184, 4 ], "(r1*r0)^56*r1*r2*(r0*r1)^35*r0*r2,(r1*r0*r1*r2)^2")#184#736
ReflexibleManiplex([ 184, 8 ], "(r1*r0)^44*r1*r2*r0*r1*r0*r2,((r1*r0)^3*r1*r2)^2,((r1*r2)^2*r0)^2")#92#736
ReflexibleManiplex([ 92, 8 ], "(r1*r0)^13*(r2*r1*r0)^2*r2*(r1*r0)^21*r2*(r1*r0)^10,(r1*r0*r1*r2)^2")#184#736
ReflexibleManiplex([ 8, 184 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^3*r0*(r1*r2)^43*r0")#46#736
ReflexibleManiplex([ 8, 92 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*r1*r0*r2*r1*r0*(r2*r1)^33*r2*r0*r1*r2*r0")#184#736
ReflexibleManiplex([ 8, 184 ], "(r1*r0*r1*r2*r0)^2,(r2*r1)^4*r0*r2*r1*r0*(r2*r1)^41")#92#736
ReflexibleManiplex([ 4, 184 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*r1*r0*(r2*r1)^81*r2*r0")#184#736
ReflexibleManiplex([ 184, 46 ], "((r1*r0)^3*r1*r2*r0)^2,(r1*r0)^2*r1*r2*(r1*r0)^2*r1*r2*(r1*r0)^40,((r1*r2)^2*r0)^2")#8#736
ReflexibleManiplex([ 46, 184 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^4*r0)^2")#8#736
ReflexibleManiplex([ 92, 92 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2,(r2*r0)^2")#4#736
ReflexibleManiplex([ 184, 92 ], "((r1*r0)^3*r1*r2*r0)^2,((r1*r2)^2*r0)^2,r1*r2*r1*r2*(r1*r0)^44")#8#736
ReflexibleManiplex([ 184, 184 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2,r1*r2*r1*r2*(r1*r0)^90,(r2*r0)^2")#4#736
ReflexibleManiplex([ 92, 184 ], "(r1*r0*r1*r2*r0)^2,r1*r0*(r1*r2)^4*(r1*r0)^41,((r1*r2)^4*r0)^2")#8#736
ReflexibleManiplex([ 74, 10 ], "(r1*r0)^2*(r1*r0*r2)^4*(r1*r0)^21*r2*(r1*r0)^10,(r1*r0*r1*r2)^2")#185#740
ReflexibleManiplex([ 185, 10 ], "(r0*r1)^5*r2*(r0*r1)^31*r2*r0*r1,((r1*r0)^4*r1*r2)^2,((r1*r2)^2*r0)^2")#74#740
ReflexibleManiplex([ 10, 74 ], "(r1*r0*r1*r2)^2,(r1*r2)^23*(r0*r1*r2)^4*r0*(r1*r2)^10")#185#740
ReflexibleManiplex([ 10, 185 ], "(r1*r0*r1*r2*r0)^2,(r2*r1)^4*r0*r2*r1*r0*(r2*r1)^32")#74#740
ReflexibleManiplex([ 185, 74 ], "((r1*r0)^4*r1*r2*r0)^2,r1*r2*(r1*r0)^5*r1*r2*(r1*r0)^30,((r1*r2)^2*r0)^2")#10#740
ReflexibleManiplex([ 74, 185 ], "(r1*r0*r1*r2*r0)^2,r1*r0*(r1*r2)^5*(r1*r0)^31,((r1*r2)^5*r0)^2")#10#740
ReflexibleManiplex([ 186, 6 ], "((r1*r0)^16*r2*(r1*r0)^15)^2,((r1*r0)^2*r1*r2)^2,((r1*r2)^2*r0)^2")#62#744
ReflexibleManiplex([ 6, 186 ], "(r1*r0*r1*r2*r0)^2,(r2*r1)^4*r0*r2*r1*r0*(r2*r1)^57")#62#744
ReflexibleManiplex([ 186, 62 ], "((r1*r0)^2*r1*r2*r0)^2,r1*r2*(r1*r0)^3*r1*r2*(r1*r0)^57,((r1*r2)^2*r0)^2")#6#744
ReflexibleManiplex([ 62, 186 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^3*r0)^2")#6#744
ReflexibleManiplex([ 93, 93 ], "r0*r2*r1*(r2*r1*r0)^2*r1,((r1*r0)^2*((r1*r0)^2*r1*r2*(r1*r0)^4*r1*r2)^2*(r1*r0)^13)^3")#4#744
ReflexibleManiplex([ 34, 22 ], "r0*r1*r2*(r0*r1)^6*(r0*r1*r2)^10,(r1*r0*r1*r2)^2")#187#748
ReflexibleManiplex([ 187, 22 ], "(r1*r0)^14*r2*(r1*r0)^3*r2,((r1*r2)^2*r0)^2")#34#748
ReflexibleManiplex([ 22, 34 ], "(r1*r0*r1*r2)^2,(r2*r1)^3*r0*(r2*r1)^4*r2*(r1*r2*r0)^9*r1*r0")#187#748
ReflexibleManiplex([ 22, 187 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^3*r0*(r1*r2)^14*r0")#34#748
ReflexibleManiplex([ 187, 34 ], "(r1*r0)^2*((r1*r0)^2*r1*r2)^2*(r1*r0)^9,((r1*r2)^2*r0)^2")#22#748
ReflexibleManiplex([ 34, 187 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^11*(r1*r0)^6")#22#748
ReflexibleManiplex([ 188, 4 ], "((r1*r0)^37*r2*(r1*r0)^10)^2,(r1*r0*r1*r2)^2")#94#752
ReflexibleManiplex([ 4, 188 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*r1*r0*(r2*r1)^83*r2*r0")#94#752
ReflexibleManiplex([ 188, 94 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2,r1*r2*r1*r2*(r1*r0)^92")#4#752
ReflexibleManiplex([ 94, 188 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2")#4#752
ReflexibleManiplex([ 54, 14 ], "r1*r0*r1*(r0*r1*r2)^6*(r0*r1)^13*r2*(r0*r1)^6*r0,(r1*r0*r1*r2)^2")#189#756
